"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"922","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.4800","18.0300","202512","23","32,387","3","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"923","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.4800","18.0300","202512","23","32,543","4","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"924","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.1400","17.7700","202512","23","34,175","4","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"925","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.1400","17.7700","202512","23","33,869","4","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"926","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.4800","18.0300","202512","23","32,387","4","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"927","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.4800","18.0300","202512","23","32,868","5","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"928","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.1400","17.7700","202512","23","33,534","5","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"929","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.1400","17.7700","202512","23","33,200","5","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"930","서울특별시 영등포구 신길동","1274","1274","0000","더엘퍼스트","23.4800","18.0300","202512","23","32,698","5","공공기관","법인","2025","영등포로86길 21","-","직거래","-","25.12.26"
"931","서울특별시 강서구 염창동","266-1","0266","0001","리치웰강서101동","43.0300","20.8000","202512","23","32,000","5","개인","개인","2018","공항대로65가길 21","-","중개거래","서울 강서구","26.02.09"
"932","서울특별시 구로구 고척동","349","0349","0000","명품하이츠빌","48.7500","30.2850","202512","23","37,000","2","개인","개인","2016","경서로11길 46","-","중개거래","서울 구로구","26.04.13"
"933","서울특별시 강서구 화곡동","452-25","0452","0025","해성팰리스3차","61.1200","27.1100","202512","23","24,000","3","개인","개인","2001","곰달래로31라길 15","-","중개거래","서울 강서구","26.01.29"
"934","서울특별시 강서구 화곡동","160-16","0160","0016","제선그랜드빌(160-16)","31.1600","24.7900","202512","23","16,800","3","개인","개인","2010","강서로18길 129-6","-","중개거래","서울 관악구, 서울 송파구","26.01.30"
"935","서울특별시 강서구 화곡동","102-309","0102","0309","청송평화하이맨션(102-309)","38.8600","24.3400","202512","23","21,500","3","개인","개인","2014","강서로24길 24","-","중개거래","서울 강서구","26.02.23"
"936","서울특별시 강서구 화곡동","61-104","0061","0104","황금빌라(61-104)","31.3200","16.6840","202512","23","6,400","-1","개인","개인","1993","까치산로8길 33","-","중개거래","서울 강서구","25.12.26"
"937","서울특별시 강서구 화곡동","1039-36","1039","0036","와이엔비","36.7000","21.5100","202512","23","27,000","2","개인","개인","2017","화곡로13길 66-17","-","중개거래","서울 강서구","26.02.25"
"938","서울특별시 강서구 화곡동","857-19","0857","0019","더클래식(857-19)","32.8900","20.9900","202512","23","29,000","5","개인","개인","2018","강서로10길 116","-","중개거래","서울 강서구, 서울 양천구","26.01.07"
"939","서울특별시 강서구 화곡동","1046","1046","0000","화곡하이츠빌라","40.8000","22.5630","202512","23","26,000","3","개인","개인","1991","화곡로15길 56","-","중개거래","서울 강서구","26.01.09"
"940","서울특별시 강서구 화곡동","475-9","0475","0009","광명그린맨션13차","62.3300","28.4300","202512","23","20,200","2","개인","개인","1996","등촌로13자길 37","20260113","중개거래","서울 강서구","-"
"941","서울특별시 강서구 화곡동","55-87","0055","0087","명주빌하모니","39.2600","20.2500","202512","23","14,500","5","개인","개인","2002","초록마을로14길 20","-","중개거래","서울 강서구","26.01.14"
"942","서울특별시 강서구 화곡동","475-9","0475","0009","광명그린맨션13차","62.3300","28.4300","202512","23","20,200","2","개인","개인","1996","등촌로13자길 37","-","중개거래","서울 강서구","26.03.10"
"943","서울특별시 강서구 등촌동","530-24","0530","0024","SK파크리움(530-24)","21.8200","13.1000","202512","23","24,900","3","개인","개인","2020","등촌로53길 70","-","직거래","-","25.12.24"
"944","서울특별시 금천구 독산동","976-33","0976","0033","(두산빌라)","54.2700","24.6800","202512","23","20,000","2","개인","개인","2000","독산로92길 39","-","중개거래","서울 금천구","26.02.06"
"945","서울특별시 금천구 독산동","335-4","0335","0004","공단연립(A,B,C)","54.0500","56.1005","202512","23","33,000","1","법인","개인","1979","가산로3길 101","20260210","직거래","-","-"
"946","서울특별시 금천구 독산동","1006-20","1006","0020","사랑채아트빌","36.9200","17.6300","202512","23","19,500","6","개인","개인","2014","범안로14길 5","-","중개거래","서울 금천구","26.03.17"
"947","서울특별시 동작구 동작동","108-3","0108","0003","강림파크빌라","58.5000","45.2400","202512","23","55,000","2","개인","개인","1991","동작대로43길 46","-","중개거래","서울 동작구","25.12.23"
"948","서울특별시 양천구 목동","318-213","0318","0213","효성","58.2900","26.9900","202512","23","27,800","3","개인","개인","2001","목동중앙본로15길 29","-","중개거래","서울 성동구, 서울 양천구","26.01.29"
"949","서울특별시 양천구 목동","318-28","0318","0028","목동멤버스빌2차","52.4600","26.1000","202512","23","24,000","3","개인","개인","2003","목동중앙남로16길 29","-","중개거래","서울 양천구","26.02.09"
"950","서울특별시 양천구 목동","231-196","0231","0196","새한하이츠빌라","62.2400","35.0000","202512","23","30,000","-1","개인","개인","1996","목동중앙본로2길 46-42","-","중개거래","서울 서초구, 서울 양천구","26.02.10"
"951","서울특별시 양천구 목동","324-166","0324","0166","보타닉목동","23.8800","18.0000","202512","23","37,000","6","개인","개인","2022","목동중앙남로16가길 16-10","-","직거래","-","25.12.31"
"952","서울특별시 관악구 봉천동","41-37","0041","0037","해오름아트빌","29.9900","18.4585","202512","23","22,000","2","개인","개인","2014","은천로35길 40-6","-","중개거래","서울 동작구","26.01.06"
"953","서울특별시 관악구 봉천동","635-142","0635","0142","(635-142)","33.5700","24.8300","202512","23","13,000","2","개인","개인","1988","국회단지19길 11","-","중개거래","서울 관악구","26.01.02"
"954","서울특별시 관악구 봉천동","924-7","0924","0007","백촌빌라","29.0200","12.9000","202512","23","10,500","1","개인","개인","2002","양녕로1길 31","-","직거래","-","25.12.23"
"955","서울특별시 영등포구 영등포동","618-30","0618","0030","더클래식","36.6100","25.6000","202512","23","59,000","4","개인","개인","2020","영신로13길 9-1","-","중개거래","서울 양천구","26.04.06"
"956","서울특별시 동작구 상도1동","333-13","0333","0013","한양아트빌라","33.6900","16.0900","202512","23","13,500","-1","개인","개인","1996","상도로47길 54","-","중개거래","서울 동작구","26.01.26"
"957","서울특별시 강서구 마곡동","12-2","0012","0002","세종보타닉1차","23.6900","9.4100","202512","23","19,000","13","개인","개인","2020","양천로47나길 17","-","중개거래","서울 강서구","25.12.26"
"958","서울특별시 강서구 마곡동","12-2","0012","0002","세종보타닉1차","23.6900","9.4100","202512","23","19,000","13","개인","개인","2020","양천로47나길 17","-","중개거래","서울 강서구","25.12.26"
"959","서울특별시 영등포구 당산동1가","186-105","0186","0105","파비엥노블레스104동","29.8900","21.2600","202512","23","29,200","6","개인","개인","2018","영신로43길 8-16","-","중개거래","서울 영등포구","26.03.10"
"960","서울특별시 동작구 상도동","198-47","0198","0047","루나포레30","49.8800","31.3700","202512","23","58,000","5","개인","개인","2022","성대로25길 11","-","중개거래","서울 동작구","26.03.31"
"961","서울특별시 중구 황학동","836","0836","0000","아미인","16.8800","4.8600","202512","23","14,800","10","개인","개인","2014","난계로11길 16","-","중개거래","서울 중구","25.12.29"
"962","서울특별시 광진구 광장동","394-1","0394","0001","동부빌라","70.2400","58.7000","202512","23","73,000","2","개인","개인","1985","광장로1나길 4","-","중개거래","서울 광진구","26.04.10"
"963","서울특별시 종로구 원서동","86-16","0086","0016","진주빌라","70.3200","29.5900","202512","23","49,500","1","개인","개인","2003","창덕궁4길 3","-","중개거래","서울 종로구","26.04.30"
"964","서울특별시 성동구 마장동","783-4","0783","0004","명성연립나동","56.9300","62.3400","202512","23","59,500","2","개인","개인","1982","마조로16길 31","-","중개거래","서울 성동구","26.02.24"
"965","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.9200","20.1270","202512","23","31,000","2","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.02.27"
"966","서울특별시 성북구 정릉동","226-2","0226","0002","정릉쉐르빌","64.5400","30.6310","202512","23","22,000","2","개인","개인","2002","보국문로8길 110","-","중개거래","경기 수원시 권선구","25.12.26"
"967","서울특별시 광진구 중곡동","18-25","0018","0025","용마맨숀","71.0400","64.5600","202512","23","52,000","1","개인","개인","1981","용마산로 142","-","중개거래","서울 광진구","26.03.26"
"968","서울특별시 광진구 중곡동","21-4","0021","0004","대원아트빌","59.5400","34.9444","202512","23","41,000","2","개인","개인","2010","용마산로22길 10-10","-","중개거래","서울 광진구","26.03.30"
"969","서울특별시 광진구 중곡동","232-45","0232","0045","진양아트빌3차(232-45)","55.2600","28.1000","202512","23","36,500","4","개인","개인","2002","긴고랑로5길 8","-","중개거래","서울 광진구","26.02.24"
"970","서울특별시 종로구 창신동","629-36","0629","0036","(629-36)","28.8000","14.2900","202512","23","32,900","-1","개인","개인","1993","창신길 129-2","-","중개거래","서울 용산구, 서울 종로구","25.12.30"
"971","서울특별시 동대문구 청량리동","53-15","0053","0015","(53-15)","13.4900","9.9800","202512","23","22,000","3","개인","법인","2012","왕산로47길 57","-","중개거래","서울 동대문구","26.01.12"
"972","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","72.3800","48.6896","202512","23","68,000","5","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.05.11"
"973","서울특별시 강북구 미아동","228-101","0228","0101","현대쉐르빌B동","35.5300","21.5000","202512","23","21,000","5","개인","개인","2013","솔매로41길 31-29","-","중개거래","서울 강북구","26.03.06"
"974","서울특별시 강북구 미아동","129-4","0129","0004","행복빌라","57.0100","34.9300","202512","23","37,800","2","개인","개인","2016","도봉로34길 57","-","중개거래","서울 강북구","26.03.06"
"975","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.8200","20.0598","202512","23","33,500","4","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.01.19"
"976","서울특별시 중랑구 망우동","474-25","0474","0025","조은빌리지","48.6700","26.6200","202512","23","47,000","5","개인","개인","2024","상봉로18길 27-9","-","중개거래","서울 중랑구","26.02.06"
"977","서울특별시 광진구 구의동","226-11","0226","0011","밀라노카운티","52.0700","33.1681","202512","23","60,000","4","개인","개인","2016","자양로32길 86","-","중개거래","서울 광진구","26.02.09"
"978","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.8200","20.0598","202512","23","30,500","2","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.04.13"
"979","서울특별시 용산구 용산동2가","36-1","0036","0001","(36-1)","38.4800","18.0000","202512","23","57,000","-1","개인","개인","1986","신흥로9길 15-11","-","중개거래","서울 용산구","25.12.30"
"980","서울특별시 광진구 구의동","143-11","0143","0011","성원드림빌","77.9000","43.8500","202512","23","42,500","4","개인","개인","2002","영화사로16길 4","20260130","중개거래","서울 광진구","-"
"981","서울특별시 동대문구 장안동","318-9","0318","0009","동성네스트(318-9)","56.1050","33.3391","202512","23","37,200","2","개인","개인","2015","답십리로69길 139","-","중개거래","서울 동대문구","26.01.07"
"982","서울특별시 중랑구 묵동","121-258","0121","0258","청담드림빌","36.8600","20.7600","202512","23","25,900","2","개인","개인","2015","공릉로2다길 36","-","중개거래","서울 중랑구","26.02.02"
"983","서울특별시 중랑구 면목동","143-70","0143","0070","청운하이츠","28.2600","16.5200","202512","23","22,000","5","개인","개인","2010","동일로102길 9","-","중개거래","서울 중랑구","26.02.11"
"984","서울특별시 중랑구 면목동","377-51","0377","0051","태영아트빌","27.8300","17.9400","202512","23","25,000","5","개인","개인","2017","답십리로77길 76-44","-","중개거래","서울 중랑구","26.03.10"
"985","서울특별시 중랑구 상봉동","315-68","0315","0068","임창빌라라동","59.8700","29.4500","202512","23","30,000","1","개인","개인","1995","봉화산로30길 108","-","중개거래","서울 중랑구","26.02.09"
"986","서울특별시 광진구 구의동","209-64","0209","0064","(209-64)","53.3300","27.6000","202512","23","48,200","2","개인","개인","2002","구의로6길 24-9","-","중개거래","서울 광진구","25.12.31"
"987","서울특별시 성북구 장위동","233-42","0233","0042","창경그린빌라","83.9700","62.0600","202512","23","75,000","1","개인","개인","1993","장월로11길 11","-","중개거래","서울 성북구","26.02.04"
"988","서울특별시 광진구 구의동","143-11","0143","0011","성원드림빌","77.9000","43.8500","202512","23","42,500","4","개인","개인","2002","영화사로16길 4","-","중개거래","서울 광진구","26.03.11"
"989","서울특별시 성북구 장위동","230-150","0230","0150","신궁전맨션5차","57.7700","30.4500","202512","23","34,000","1","개인","개인","1997","장위로13길 25","-","중개거래","서울 성북구","26.02.27"
"990","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.9200","20.1270","202512","23","33,500","3","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.01.15"
"991","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.8200","20.0598","202512","23","33,000","3","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.01.15"
"992","서울특별시 광진구 구의동","239-41","0239","0041","구의향기빌","29.9200","20.1270","202512","23","33,500","4","개인","개인","2016","구의로9길 5","-","중개거래","서울 광진구","26.01.15"
"993","서울특별시 동대문구 이문동","256-222","0256","0222","256-222","29.9500","19.8600","202512","23","40,000","2","개인","개인","2015","신이문로6길 5","20260102","직거래","-","-"
"994","서울특별시 중랑구 중화동","18-2","0018","0002","장미빌라타운","47.3400","39.4100","202512","23","19,500","1","개인","개인","1989","봉화산로27길 37","-","중개거래","서울 중랑구","26.03.10"
"995","서울특별시 광진구 자양동","685-13","0685","0013","(685-13)","36.7400","28.8400","202512","22","88,500","-1","개인","개인","1990","자양로4가길 6-3","-","중개거래","서울 광진구","26.02.20"
"996","서울특별시 광진구 자양동","857","0857","0000","도시엔","13.2300","10.1524","202512","22","22,500","4","개인","개인","2011","동일로18길 36","-","중개거래","서울 광진구","26.03.17"
"997","서울특별시 중랑구 상봉동","103-2","0103","0002","루체빌","26.2500","9.1400","202512","22","28,500","6","개인","개인","2019","면목로92다길 9","-","중개거래","서울 중랑구","26.02.24"
"998","서울특별시 용산구 이태원동","227-18","0227","0018","(227-18)","37.7400","24.5500","202512","22","43,000","3","개인","개인","2007","회나무로25길 6-5","-","중개거래","서울 용산구","26.02.19"
"999","서울특별시 중랑구 상봉동","50-49","0050","0049","상봉연립","65.2600","70.5000","202512","22","23,100","2","개인","개인","1978","망우로55길 69","-","직거래","-","26.01.05"
"1000","서울특별시 용산구 서계동","245-28","0245","0028","(245-28)","42.6200","18.6500","202512","22","86,000","1","개인","개인","1999","만리재로26가길 8-1","-","중개거래","서울 용산구, 서울 중구","26.02.27"
"1001","서울특별시 동대문구 용두동","39-535","0039","0535","그린캐슬","44.5600","27.2300","202512","22","67,000","3","개인","개인","2019","천호대로35길 77","-","중개거래","서울 동대문구","26.03.27"
"1002","서울특별시 용산구 후암동","185-5","0185","0005","현대하이츠빌라(나)","37.0100","25.1200","202512","22","114,000","2","개인","개인","1994","두텁바위로1가길 16","-","중개거래","서울 용산구","26.01.27"
"1003","서울특별시 중랑구 중화동","319-1","0319","0001","(319-1)","26.6000","16.3700","202512","22","22,000","5","개인","개인","2014","중랑역로3나길 50-22","-","직거래","-","26.01.06"
"1004","서울특별시 성북구 정릉동","181-34","0181","0034","청담빌라","44.5300","34.6000","202512","22","27,100","2","개인","개인","1991","정릉로31가길 51","-","직거래","-","25.12.29"
"1005","서울특별시 성북구 장위동","233-98","0233","0098","우진빌라(233-98)","36.8200","23.2200","202512","22","43,300","4","개인","개인","2001","장위로26길 17-21","-","중개거래","서울 성북구","26.02.26"
"1006","서울특별시 성북구 장위동","233-170","0233","0170","세영빌라","45.3600","37.5600","202512","22","45,000","3","개인","개인","1991","장위로26길 39","-","중개거래","서울 성북구","26.03.23"
"1007","서울특별시 용산구 후암동","436-1","0436","0001","(436-1)","50.1700","28.9700","202512","22","39,500","1","개인","개인","2007","후암로48길 42","-","중개거래","서울 용산구","26.01.15"
"1008","서울특별시 동대문구 제기동","892-119","0892","0119","그린캐스빌11차","43.9500","22.9200","202512","22","25,000","2","개인","개인","2011","정릉천동로 110-7","-","중개거래","서울 동대문구","25.12.23"
"1009","서울특별시 광진구 중곡동","104-91","0104","0091","104-91","40.3600","33.0000","202512","22","32,900","2","개인","개인","2015","영화사로9가길 46","-","중개거래","서울 광진구","26.01.23"
"1010","서울특별시 광진구 중곡동","193-64","0193","0064","라인빌14차","56.6400","34.5320","202512","22","49,500","2","개인","개인","2022","면목로 144-3","-","중개거래","서울 광진구","-"
"1011","서울특별시 강북구 미아동","791-1122","0791","1122","은행빌라","59.6400","40.0200","202512","22","27,000","1","개인","개인","1998","삼양로63길 9","-","중개거래","서울 강북구","26.02.25"
"1012","서울특별시 강북구 미아동","122-30","0122","0030","성우뷰티빌","32.9100","16.4800","202512","22","17,000","5","개인","개인","2002","솔매로 144","-","중개거래","서울 강북구","26.02.19"
"1013","서울특별시 중랑구 망우동","460-16","0460","0016","지앤지타운","53.9800","30.1900","202512","22","33,500","5","개인","개인","2016","봉우재로 220","-","중개거래","서울 중랑구","26.01.16"
"1014","서울특별시 동대문구 전농동","213-28","0213","0028","벨루스전농","20.4600","15.4000","202512","22","43,000","6","개인","개인","2023","서울시립대로16길 35","-","중개거래","서울 동대문구","26.01.09"
"1015","서울특별시 동대문구 전농동","152-27","0152","0027","(152-27)","13.6700","14.2730","202512","22","22,000","3","개인","개인","2014","서울시립대로29길 32","-","중개거래","서울 동대문구","26.01.16"
"1016","서울특별시 중랑구 중화동","320-85","0320","0085","모두&토토","29.7200","19.6400","202512","22","31,000","4","개인","개인","2018","중랑역로9길 9","-","중개거래","서울 중랑구","25.12.30"
"1017","서울특별시 동대문구 답십리동","467-15","0467","0015","리베르떼청계","24.7800","16.7700","202512","22","40,000","4","개인","개인","2020","사가정로 17","-","중개거래","서울 동대문구","26.01.30"
"1018","서울특별시 중랑구 묵동","168-2","0168","0002","(168-2)","29.8300","18.5815","202512","22","30,000","3","개인","개인","2022","중랑역로49길 17","-","중개거래","서울 중랑구","26.01.27"
"1019","서울특별시 중랑구 묵동","236-17","0236","0017","에코펠리스","42.4200","24.6000","202512","22","29,000","2","개인","개인","2016","봉화산로3길 235","-","중개거래","서울 중랑구","26.02.26"
"1020","서울특별시 중랑구 면목동","64-69","0064","0069","청운명가","48.4300","27.8500","202512","22","38,500","3","개인","개인","2013","용마산로81길 41","-","중개거래","경기 화성시, 서울 중랑구","26.01.05"
"1021","서울특별시 중랑구 면목동","64-55","0064","0055","수옥하우스","14.4700","9.9950","202512","22","21,000","2","개인","개인","2021","용마산로79길 36","-","중개거래","서울 중랑구","26.02.27"
"1022","서울특별시 중랑구 면목동","117-4","0117","0004","스마트빌","50.7900","19.5930","202512","22","44,800","4","개인","개인","2016","겸재로40길 8","-","중개거래","서울 중랑구","26.02.10"
"1023","서울특별시 종로구 구기동","95-6","0095","0006","DMKO","59.9100","35.1800","202512","22","31,870","3","개인","법인","2017","진흥로22나길 14","-","직거래","-","26.03.20"
"1024","서울특별시 성동구 응봉동","265-41","0265","0041","(265-41)","57.0900","22.8800","202512","22","38,000","2","개인","개인","1994","독서당로59나길 37","-","중개거래","서울 성동구","26.04.28"
"1025","서울특별시 성동구 응봉동","265-61","0265","0061","장미아트빌라","38.3200","15.9700","202512","22","30,000","-1","개인","법인","1995","독서당로59길 33","-","중개거래","서울 서초구, 서울 성동구","25.12.29"
"1026","서울특별시 광진구 구의동","226-21","0226","0021","해피하우스","17.9500","12.6600","202512","22","20,000","5","개인","개인","2018","구의로11길 3","-","중개거래","서울 광진구","25.12.29"
"1027","서울특별시 광진구 구의동","24-12","0024","0012","삼성파크빌라","57.2700","23.3000","202512","22","34,800","3","개인","개인","1996","자양로50길 49","-","중개거래","경기 고양시 덕양구, 서울 광진구","26.02.27"
"1028","서울특별시 광진구 자양동","771-24","0771","0024","더이공이공*마을과집","27.6800","16.1500","202512","22","42,500","4","개인","법인","2021","자양로19가길 10-5","-","중개거래","서울 광진구","26.02.04"
"1029","서울특별시 성북구 종암동","3-1266","0003","1266","연희펠리시티","28.3700","9.8270","202512","22","28,000","2","개인","개인","2021","종암로22길 12-7","20260407","중개거래","서울 성북구","-"
"1030","서울특별시 성북구 종암동","54-289","0054","0289","천우네오젠(8차)","37.6000","30.2300","202512","22","24,000","2","개인","개인","2015","종암로9다길 3","-","직거래","-","26.01.22"
"1031","서울특별시 광진구 자양동","651-40","0651","0040","미래하이츠","24.3600","19.2700","202512","22","67,000","6","개인","개인","2016","뚝섬로52나길 47-3","-","중개거래","서울 광진구","26.02.25"
"1032","서울특별시 노원구 상계동","322-42","0322","0042","이화빌라G","36.4500","23.2169","202512","22","23,000","2","개인","개인","1992","상계로10길 29-11","-","중개거래","서울 노원구","26.02.09"
"1033","서울특별시 은평구 불광동","331-126","0331","0126","좋은사람좋은집","42.3900","20.6090","202512","22","36,500","1","개인","개인","2001","통일로78가길 33-10","-","중개거래","서울 은평구","-"
"1034","서울특별시 은평구 불광동","120","0120","0000","청나맨션","72.5500","45.5700","202512","22","24,500","2","개인","개인","1996","연서로38길 7-8","-","직거래","-","26.01.06"
"1035","서울특별시 은평구 불광동","110-4","0110","0004","로얄빌라","63.2100","28.8200","202512","22","30,000","1","개인","개인","2000","연서로38길 3-16","-","중개거래","서울 은평구","26.01.27"
"1036","서울특별시 서대문구 창천동","501-11","0501","0011","프릭스빌","21.7250","14.1500","202512","22","46,000","5","개인","개인","2022","신촌로3나길 24","-","직거래","-","26.03.03"
"1037","서울특별시 은평구 역촌동","58-24","0058","0024","현대하우징","29.7600","17.6400","202512","22","18,000","2","개인","개인","2012","역말로2길 11-4","-","중개거래","서울 은평구","26.03.06"
"1038","서울특별시 양천구 신정동","951-22","0951","0022","준펠리체","35.8100","19.7800","202512","22","35,000","3","개인","개인","2016","중앙로48길 47","-","중개거래","서울 양천구","26.03.27"
"1039","서울특별시 양천구 신정동","970-7","0970","0007","스칼라","24.1400","17.1210","202512","22","33,314","2","개인","개인","2017","중앙로48길 10","-","중개거래","서울 양천구","26.01.20"
"1040","서울특별시 서대문구 북가좌동","295-14","0295","0014","장안하이빌","77.3600","47.3280","202512","22","32,000","1","개인","개인","2003","응암로2길 13-7","-","중개거래","경기 김포시","-"
"1041","서울특별시 노원구 중계동","107-4","0107","0004","약수(107-4)","41.0400","17.1100","202512","22","9,400","-1","개인","개인","1996","중계로16다길 13","-","중개거래","서울 노원구","26.01.29"
"1042","서울특별시 서대문구 북가좌동","328-29","0328","0029","LG빌라(328-29)","45.1200","26.4424","202512","22","24,500","3","개인","개인","2008","증가로29길 20-36","-","직거래","-","26.05.04"
"1043","서울특별시 마포구 창전동","41-11","0041","0011","투타워빌라에이동","64.6200","39.2800","202512","22","58,500","1","개인","개인","1992","독막로21길 23","-","중개거래","서울 마포구","26.01.20"
"1044","서울특별시 마포구 노고산동","33-2","0033","0002","신촌더힐하우스","29.2800","18.2300","202512","22","58,000","2","개인","개인","2022","고산3길 25","-","중개거래","서울 마포구","26.02.06"
"1045","서울특별시 은평구 대조동","216-26","0216","0026","다원파크뷰A동","29.2200","30.0000","202512","22","43,500","5","개인","법인","2023","연서로24길 22","-","중개거래","서울 서초구, 서울 은평구","26.01.30"
"1046","서울특별시 은평구 대조동","26-9","0026","0009","불광하이빌","48.3600","25.0360","202512","22","20,000","5","개인","개인","2002","불광로1길 11-13","-","중개거래","서울 은평구","25.12.24"
"1047","서울특별시 마포구 합정동","391-32","0391","0032","벡텔빌라","52.1200","25.1960","202512","22","40,000","4","개인","개인","2002","포은로2가길 39","-","중개거래","서울 마포구","26.03.10"
"1048","서울특별시 마포구 합정동","443-1","0443","0001","위산빌라","20.4200","12.2500","202512","22","40,000","5","개인","개인","2010","동교로8길 9","-","중개거래","서울 마포구","26.02.04"
"1049","서울특별시 도봉구 창동","585-11","0585","0011","한원힐트리움 골든캐슬","47.0400","23.0100","202512","22","28,500","2","개인","개인","2016","덕릉로59자길 31","-","중개거래","서울 도봉구","26.03.10"
"1050","서울특별시 마포구 상수동","341-15","0341","0015","리버파크빌","28.9600","18.2000","202512","22","72,000","4","개인","법인","2023","와우산로1길 10","-","중개거래","서울 마포구","26.02.26"
"1051","서울특별시 도봉구 창동","731-121","0731","0121","엘리시안","29.5900","12.3800","202512","22","22,000","6","개인","법인","2020","도봉로134길 16-5","-","직거래","-","26.02.13"
"1052","서울특별시 도봉구 창동","607-23","0607","0023","북한산팰리스(607-23)","39.8600","19.5700","202512","22","25,700","4","개인","개인","2015","덕릉로59라길 67","-","중개거래","서울 도봉구","26.02.06"
"1053","서울특별시 마포구 망원동","405-57","0405","0057","한마음주택","53.7800","18.9200","202512","22","47,500","5","개인","개인","2002","망원로6길 42","-","중개거래","서울 강남구","25.12.29"
"1054","서울특별시 서대문구 충정로3가","3-1","0003","0001","(3-1)","95.3500","66.6900","202512","22","143,000","1","개인","개인","1996","경기대로7길 27","-","중개거래","서울 서대문구","26.02.27"
"1055","서울특별시 송파구 방이동","179-12","0179","0012","럭스빌","64.4700","33.3000","202512","22","58,500","2","개인","개인","2003","백제고분로50길 7-4","-","중개거래","서울 송파구","26.02.27"
"1056","서울특별시 송파구 마천동","49-16","0049","0016","성우스타팰리스","29.4150","15.2500","202512","22","31,500","3","개인","개인","2017","거마로 92","-","중개거래","서울 송파구","26.02.27"
"1057","서울특별시 송파구 마천동","307-16","0307","0016","(307-16)","29.7200","13.9860","202512","22","65,000","6","개인","개인","2020","마천로61나길 20","-","중개거래","서울 송파구","26.03.31"
"1058","서울특별시 강동구 길동","325-15","0325","0015","삼우주택(BC동)","43.4400","25.3500","202512","22","28,000","2","개인","개인","1991","천중로53길 71","-","중개거래","서울 강동구","26.03.20"
"1059","서울특별시 송파구 송파동","12-2","0012","0002","엘에이치송파도시형생활주택","18.4000","17.5582","202512","22","16,000","5","개인","개인","2013","백제고분로41길 27-1","-","직거래","-","25.12.31"
"1060","서울특별시 강동구 천호동","40-55","0040","0055","(40-55)","35.3500","19.8348","202512","22","14,300","1","개인","개인","1993","양재대로127길 61-1","-","중개거래","서울 강동구","26.01.21"
